Wall time,Step,Value
1673995735.5964391,1,0.10279999673366547
1673995749.1801631,2,0.10279999673366547
1673995763.1547189,3,0.148499995470047
1673995776.492775,4,0.25270000100135803
1673995789.8936598,5,0.35249999165534973
1673995803.194508,6,0.42730000615119934
1673995816.662818,7,0.4864000082015991
1673995830.014772,8,0.5263000130653381
1673995843.488766,9,0.558899998664856
1673995856.8894389,10,0.5866000056266785
1673995870.0636659,11,0.6243000030517578
1673995883.442487,12,0.6467000246047974
1673995896.525016,13,0.6769000291824341
1673995909.716265,14,0.7013000249862671
1673995922.806022,15,0.7200000286102295
1673995936.200042,16,0.7394000291824341
1673995949.826375,17,0.7505999803543091
1673995963.152808,18,0.7615000009536743
1673995976.555328,19,0.7645000219345093
1673995990.0788128,20,0.7689999938011169
1673996003.778118,21,0.7734000086784363
1673996017.187558,22,0.777999997138977
1673996030.494185,23,0.7871999740600586
1673996043.826907,24,0.79830002784729
1673996057.102859,25,0.8007000088691711
1673996070.578475,26,0.8080000281333923
1673996083.92493,27,0.8086000084877014
1673996097.280679,28,0.8115000128746033
1673996110.5329762,29,0.8145999908447266
1673996123.748254,30,0.8187000155448914
1673996138.7321181,31,0.8238000273704529
1673996152.281564,32,0.8278999924659729
1673996165.8264651,33,0.8266000151634216
1673996179.272761,34,0.8321999907493591
1673996192.736105,35,0.8331000208854675
1673996206.747207,36,0.8338000178337097
1673996220.101446,37,0.8346999883651733
1673996234.310791,38,0.8353000283241272
1673996248.196748,39,0.8367999792098999
1673996261.821959,40,0.839900016784668
1673996275.339692,41,0.8434000015258789
1673996288.724499,42,0.8428999781608582
1673996302.120666,43,0.8475000262260437
1673996315.592731,44,0.8507000207901001
1673996329.5269032,45,0.8490999937057495
1673996343.2283552,46,0.8511000275611877
1673996357.336736,47,0.8539000153541565
1673996371.628018,48,0.853600025177002
1673996386.08456,49,0.8540999889373779
1673996400.11303,50,0.8540999889373779
1673996414.556177,51,0.857200026512146
1673996429.6771169,52,0.8553000092506409
1673996443.956376,53,0.858299970626831
1673996458.681958,54,0.8621000051498413
1673996472.787425,55,0.8614000082015991
1673996486.640548,56,0.8632000088691711
1673996500.00784,57,0.8626999855041504
1673996513.292363,58,0.864799976348877
1673996526.601335,59,0.8658000230789185
1673996539.993845,60,0.8676000237464905
1673996553.492906,61,0.8676999807357788
1673996567.431852,62,0.8658999800682068
1673996581.5346718,63,0.8693000078201294
1673996595.29696,64,0.8694000244140625
1673996609.97298,65,0.8730000257492065
1673996623.9101472,66,0.8754000067710876
1673996637.3343518,67,0.871999979019165
1673996651.124955,68,0.8751999735832214
1673996664.964874,69,0.8766999840736389
1673996679.100965,70,0.8762999773025513
1673996692.495175,71,0.8780999779701233
1673996705.8475552,72,0.8810999989509583
1673996719.04243,73,0.8820000290870667
1673996732.1983428,74,0.8809999823570251
1673996745.398132,75,0.8791000247001648
1673996758.7009878,76,0.8810999989509583
1673996772.0003672,77,0.8835999965667725
1673996785.272798,78,0.8827999830245972
1673996798.630336,79,0.8833000063896179
1673996811.932079,80,0.8838000297546387
1673996825.043912,81,0.8840000033378601
1673996838.3151019,82,0.8848999738693237
1673996852.268254,83,0.8867999911308289
1673996867.515031,84,0.8885999917984009
1673996881.0942159,85,0.8898000121116638
1673996894.767172,86,0.8924999833106995
1673996908.22854,87,0.894599974155426
1673996921.904947,88,0.890999972820282
1673996935.580627,89,0.8906999826431274
1673996949.517326,90,0.8901000022888184
1673996962.939788,91,0.8944000005722046
1673996976.981459,92,0.8949000239372253
1673996990.7480571,93,0.8963000178337097
1673997004.035576,94,0.8960999846458435
1673997017.888642,95,0.8966000080108643
1673997031.393697,96,0.896399974822998
1673997044.962545,97,0.8964999914169312
1673997058.0481951,98,0.8967999815940857
1673997071.43753,99,0.8981999754905701
1673997085.010684,100,0.8980000019073486
