Wall time,Step,Value
1673991695.105667,1,0.1137000024318695
1673991708.6010408,2,0.20739999413490295
1673991721.737368,3,0.2653999924659729
1673991734.933882,4,0.3456000089645386
1673991748.043388,5,0.37720000743865967
1673991761.805682,6,0.4325000047683716
1673991775.209717,7,0.49079999327659607
1673991788.9754398,8,0.5378999710083008
1673991803.18736,9,0.564300000667572
1673991816.483587,10,0.6100000143051147
1673991830.175431,11,0.6439999938011169
1673991843.78404,12,0.6643999814987183
1673991856.7610781,13,0.6802999973297119
1673991870.48089,14,0.713100016117096
1673991884.275907,15,0.7279999852180481
1673991897.675045,16,0.7429999709129333
1673991911.157619,17,0.7515000104904175
1673991924.297056,18,0.7610999941825867
1673991937.6629848,19,0.7702000141143799
1673991950.625217,20,0.7810999751091003
1673991963.76335,21,0.7911999821662903
1673991976.9004421,22,0.7922000288963318
1673991990.2407758,23,0.7993999719619751
1673992003.460523,24,0.807699978351593
1673992016.569293,25,0.8134999871253967
1673992029.778058,26,0.8166000247001648
1673992042.9229922,27,0.820900022983551
1673992056.108941,28,0.8238000273704529
1673992069.286071,29,0.8248999714851379
1673992082.7197921,30,0.8269000053405762
1673992095.794615,31,0.83160001039505
1673992108.8443809,32,0.8342000246047974
1673992121.954124,33,0.8364999890327454
1673992135.131019,34,0.8395000100135803
1673992148.271138,35,0.8424999713897705
1673992161.349855,36,0.8432999849319458
1673992174.400347,37,0.8449000120162964
1673992187.691315,38,0.847000002861023
1673992201.4647748,39,0.8486999869346619
1673992214.810729,40,0.8518000245094299
1673992228.151465,41,0.8543999791145325
1673992241.429536,42,0.8529999852180481
1673992254.7149482,43,0.8568999767303467
1673992268.203377,44,0.859000027179718
1673992281.979017,45,0.8600000143051147
1673992295.573993,46,0.8614000082015991
1673992309.0762281,47,0.8636000156402588
1673992322.278944,48,0.8636999726295471
1673992335.395447,49,0.8633000254631042
1673992348.614927,50,0.8654999732971191
1673992361.831166,51,0.8694000244140625
1673992374.975457,52,0.8705000281333923
1673992388.686214,53,0.8730000257492065
1673992402.1787891,54,0.873199999332428
1673992415.61794,55,0.8751000165939331
1673992429.001281,56,0.8758000135421753
1673992442.912817,57,0.8766000270843506
1673992456.2538948,58,0.878000020980835
1673992470.145167,59,0.8784999847412109
1673992483.869111,60,0.8804000020027161
1673992497.291269,61,0.8797000050544739
1673992510.5685031,62,0.8791000247001648
1673992523.982316,63,0.8812000155448914
1673992537.435971,64,0.8808000087738037
1673992550.907625,65,0.8833000063896179
1673992564.5766551,66,0.8845000267028809
1673992577.8641632,67,0.8849999904632568
1673992590.941086,68,0.8849999904632568
1673992604.205157,69,0.885200023651123
1673992617.3235798,70,0.8863000273704529
1673992630.813877,71,0.8867999911308289
1673992644.736622,72,0.8873000144958496
1673992658.5895329,73,0.8889999985694885
1673992672.309775,74,0.8901000022888184
1673992685.9538429,75,0.8889999985694885
1673992699.8244638,76,0.8896999955177307
1673992713.4340951,77,0.8902999758720398
1673992726.703097,78,0.8909000158309937
1673992740.2927518,79,0.8912000060081482
1673992753.622354,80,0.8920999765396118
1673992767.054368,81,0.89410001039505
1673992780.0312572,82,0.8939999938011169
1673992793.1934028,83,0.8960999846458435
1673992806.400573,84,0.895799994468689
1673992819.566004,85,0.8978999853134155
1673992832.635179,86,0.8978999853134155
1673992845.68836,87,0.8981000185012817
1673992858.976473,88,0.8960999846458435
1673992872.1584718,89,0.8971999883651733
1673992885.501632,90,0.8986999988555908
1673992898.6107361,91,0.8999000191688538
1673992911.987318,92,0.901199996471405
1673992925.103366,93,0.9010000228881836
1673992938.270095,94,0.9021999835968018
1673992951.518357,95,0.9021999835968018
1673992964.92706,96,0.902899980545044
1673992978.2335901,97,0.9024999737739563
1673992991.6670349,98,0.9035000205039978
1673993005.3031301,99,0.904699981212616
1673993018.798621,100,0.9036999940872192
