Wall time,Step,Value
1673994387.1512692,1,0.10289999842643738
1673994400.980744,2,0.18389999866485596
1673994414.638674,3,0.29120001196861267
1673994427.707257,4,0.3610000014305115
1673994440.972565,5,0.41260001063346863
1673994454.499955,6,0.46779999136924744
1673994467.681825,7,0.5127000212669373
1673994480.838378,8,0.5490999817848206
1673994494.4033542,9,0.5719000101089478
1673994507.5163178,10,0.598800003528595
1673994521.2047129,11,0.6273999810218811
1673994534.664062,12,0.6521000266075134
1673994547.595532,13,0.6808000206947327
1673994561.31451,14,0.7106999754905701
1673994575.245876,15,0.7293000221252441
1673994588.437502,16,0.7462000250816345
1673994601.678456,17,0.7662000060081482
1673994614.684046,18,0.7757999897003174
1673994628.046753,19,0.7843000292778015
1673994641.593326,20,0.7907000184059143
1673994655.147598,21,0.7990000247955322
1673994668.4715462,22,0.8003000020980835
1673994682.057229,23,0.8087000250816345
1673994695.3665862,24,0.8169999718666077
1673994708.471631,25,0.8169999718666077
1673994721.653153,26,0.8238999843597412
1673994735.336364,27,0.8256999850273132
1673994748.5078158,28,0.828000009059906
1673994761.6708999,29,0.8303999900817871
1673994775.4424949,30,0.8324000239372253
1673994789.1142452,31,0.8356999754905701
1673994802.3845499,32,0.8384000062942505
1673994815.504831,33,0.838699996471405
1673994828.661907,34,0.8421000242233276
1673994841.811147,35,0.843500018119812
1673994855.4326541,36,0.8445000052452087
1673994868.6954198,37,0.8461999893188477
1673994882.0457149,38,0.847599983215332
1673994895.32391,39,0.8500999808311462
1673994908.870222,40,0.8533999919891357
1673994922.135493,41,0.853600025177002
1673994935.4185421,42,0.8571000099182129
1673994948.6279922,43,0.8608999848365784
1673994962.21359,44,0.8616999983787537
1673994975.726368,45,0.8616999983787537
1673994989.00619,46,0.8636000156402588
1673995002.913558,47,0.8664000034332275
1673995016.771313,48,0.8666999936103821
1673995030.50623,49,0.8662999868392944
1673995043.7419388,50,0.8659999966621399
1673995056.982968,51,0.8687000274658203
1673995070.5744698,52,0.8677999973297119
1673995083.908271,53,0.871399998664856
1673995097.468658,54,0.873199999332428
1673995110.990277,55,0.8737000226974487
1673995124.139749,56,0.8733000159263611
1673995137.966752,57,0.8744999766349792
1673995151.2841291,58,0.8752999901771545
1673995165.048507,59,0.876800000667572
1673995178.241175,60,0.8770999908447266
1673995191.354023,61,0.8797000050544739
1673995204.843984,62,0.8801000118255615
1673995218.3933408,63,0.8810999989509583
1673995231.565995,64,0.8815000057220459
1673995244.661559,65,0.8837000131607056
1673995257.9684181,66,0.8841999769210815
1673995271.4664361,67,0.8837000131607056
1673995284.493917,68,0.8840000033378601
1673995297.758563,69,0.8844000101089478
1673995310.830507,70,0.8849999904632568
1673995324.1272771,71,0.8877000212669373
1673995337.569869,72,0.8889999985694885
1673995351.024414,73,0.890999972820282
1673995364.77701,74,0.890999972820282
1673995378.058236,75,0.8902000188827515
1673995391.4477599,76,0.8913000226020813
1673995404.841095,77,0.8925999999046326
1673995418.327563,78,0.8930000066757202
1673995431.6072938,79,0.8934999704360962
1673995445.1570492,80,0.892300009727478
1673995458.3519309,81,0.894599974155426
1673995471.630205,82,0.895799994468689
1673995484.852076,83,0.8992000222206116
1673995499.176793,84,0.8988999724388123
1673995513.423485,85,0.8984000086784363
1673995527.42224,86,0.8986999988555908
1673995540.7989671,87,0.9009000062942505
1673995554.4709299,88,0.8999999761581421
1673995568.352246,89,0.9016000032424927
1673995582.152769,90,0.9003999829292297
1673995595.956073,91,0.902400016784668
1673995609.597732,92,0.9025999903678894
1673995623.5516999,93,0.9034000039100647
1673995637.240994,94,0.9034000039100647
1673995651.057481,95,0.9042999744415283
1673995665.181834,96,0.9039999842643738
1673995678.8775198,97,0.9046000242233276
1673995692.662435,98,0.9057000279426575
1673995706.22526,99,0.9065999984741211
1673995720.178099,100,0.9056000113487244
