Wall time,Step,Value
1673993034.52576,1,0.11860000342130661
1673993047.942794,2,0.10289999842643738
1673993061.182564,3,0.14659999310970306
1673993074.844286,4,0.27079999446868896
1673993088.4363399,5,0.3312999904155731
1673993101.904524,6,0.3977000117301941
1673993115.4268959,7,0.46209999918937683
1673993128.575592,8,0.5112000107765198
1673993141.912045,9,0.5546000003814697
1673993155.231565,10,0.595300018787384
1673993168.5888991,11,0.6291999816894531
1673993181.887237,12,0.657800018787384
1673993195.488203,13,0.682200014591217
1673993208.735507,14,0.7127000093460083
1673993222.105005,15,0.729200005531311
1673993236.059304,16,0.7472000122070312
1673993249.860607,17,0.7615000009536743
1673993263.4898188,18,0.7709000110626221
1673993276.989038,19,0.7821999788284302
1673993290.647012,20,0.7911999821662903
1673993304.141684,21,0.8015000224113464
1673993317.5593479,22,0.7989000082015991
1673993331.032593,23,0.8036999702453613
1673993344.3036091,24,0.8115000128746033
1673993357.677804,25,0.8180000185966492
1673993371.5379891,26,0.8260999917984009
1673993385.035269,27,0.8267999887466431
1673993398.2995431,28,0.8292999863624573
1673993412.178797,29,0.8321999907493591
1673993426.352703,30,0.8349000215530396
1673993440.1476202,31,0.8385999798774719
1673993454.590411,32,0.8399999737739563
1673993468.908158,33,0.8414999842643738
1673993482.647315,34,0.8460000157356262
1673993496.2115252,35,0.8450999855995178
1673993509.6978629,36,0.8483999967575073
1673993523.1710012,37,0.8485000133514404
1673993536.642733,38,0.8508999943733215
1673993550.0124302,39,0.8525999784469604
1673993563.243828,40,0.855400025844574
1673993576.618465,41,0.8565000295639038
1673993589.929784,42,0.8561000227928162
1673993603.011729,43,0.8597999811172485
1673993616.2387478,44,0.8621000051498413
1673993629.754812,45,0.8621000051498413
1673993643.147,46,0.8644000291824341
1673993656.43469,47,0.8661999702453613
1673993669.7533078,48,0.8659999966621399
1673993682.914887,49,0.8668000102043152
1673993696.4430752,50,0.8676999807357788
1673993709.870589,51,0.8697999715805054
1673993723.5324101,52,0.8708999752998352
1673993737.102667,53,0.871999979019165
1673993750.578306,54,0.8729000091552734
1673993763.890037,55,0.8744999766349792
1673993777.242475,56,0.8759999871253967
1673993790.569526,57,0.8758000135421753
1673993803.8876789,58,0.876800000667572
1673993817.102616,59,0.878600001335144
1673993830.9681,60,0.8787999749183655
1673993844.37187,61,0.8808000087738037
1673993857.965607,62,0.8792999982833862
1673993871.665023,63,0.8806999921798706
1673993885.430167,64,0.8819000124931335
1673993899.251698,65,0.8817999958992004
1673993912.77204,66,0.8827000260353088
1673993926.1461601,67,0.8834999799728394
1673993939.492748,68,0.8845000267028809
1673993953.134381,69,0.8863000273704529
1673993966.9570508,70,0.8852999806404114
1673993980.6252139,71,0.8862000107765198
1673993994.207828,72,0.887499988079071
1673994007.580698,73,0.888700008392334
1673994020.9970949,74,0.890500009059906
1673994034.420634,75,0.8901000022888184
1673994047.812372,76,0.8899000287055969
1673994061.5394602,77,0.8912000060081482
1673994075.1209118,78,0.8913999795913696
1673994088.4468338,79,0.8921999931335449
1673994101.795421,80,0.8932999968528748
1673994115.397429,81,0.8952000141143799
1673994128.624202,82,0.8952999711036682
1673994141.8217869,83,0.8962000012397766
1673994155.095528,84,0.896399974822998
1673994168.3018482,85,0.8968999981880188
1673994181.619533,86,0.8966000080108643
1673994195.409594,87,0.8985000252723694
1673994208.812087,88,0.8974999785423279
1673994221.992044,89,0.8995000123977661
1673994235.5235682,90,0.8986999988555908
1673994248.9229062,91,0.9010999798774719
1673994262.472461,92,0.9014000296592712
1673994275.909487,93,0.9014999866485596
1673994289.312433,94,0.9018999934196472
1673994302.674817,95,0.9021000266075134
1673994316.030838,96,0.9018999934196472
1673994330.155988,97,0.9035000205039978
1673994344.031244,98,0.9041000008583069
1673994357.933078,99,0.9060999751091003
1673994371.658605,100,0.9041000008583069
